CMDLINE python main.py play --agents deepql --train 1 --n-rounds 50000 --no-gui --scenario coin-heaven
MEM 1.792969 1694942857.1357
MEM 22.863281 1694942857.2418
MEM 35.144531 1694942857.3515
MEM 39.789062 1694942857.4609
MEM 39.839844 1694942857.5710
MEM 44.972656 1694942857.6801
MEM 50.679688 1694942857.7900
MEM 57.230469 1694942857.8993
MEM 59.273438 1694942858.0091
MEM 63.808594 1694942858.1197
MEM 64.996094 1694942858.2314
