CMDLINE python main.py play --agents deepql --train 1 --n-rounds 50000 --no-gui --scenario coin-heaven
MEM 1.742188 1694942848.9249
MEM 23.546875 1694942849.0275
MEM 35.136719 1694942849.1382
MEM 39.769531 1694942849.2483
MEM 39.781250 1694942849.3594
